customer_id,age,income_bracket,credit_band,region,segment,tenure_years,join_date
1192,36,<40k,Fair,Midwest,Mass Market,4.3,2022-03-14
1193,53,200k+,Excellent,Midwest,Private Banking,8.8,2017-09-12
1194,43,40k-75k,Good,Midwest,Mass Market,3.1,2023-05-26
1195,21,40k-75k,Fair,South,Mass Market,4.9,2021-08-07
1196,62,75k-125k,Good,Midwest,Mass Market,20.6,2005-11-24
1197,62,75k-125k,Good,Northeast,Mass Market,7.7,2018-10-19
1198,69,200k+,Good,South,Private Banking,11.6,2014-11-25
1199,28,75k-125k,Fair,Midwest,Mass Market,3.8,2022-09-13
1200,37,40k-75k,Good,West,Affluent,3.1,2023-05-26
1201,58,40k-75k,Good,Northeast,Mass Market,16.0,2010-07-01
1202,32,40k-75k,Excellent,Northeast,Mass Market,7.2,2019-04-20
1203,23,40k-75k,Good,West,Mass Market,2.6,2023-11-25
1204,38,40k-75k,Fair,Midwest,Mass Market,2.4,2024-02-06
1205,50,<40k,Good,Midwest,Mass Market,3.7,2022-10-19
1206,53,200k+,Good,West,Mass Market,0.2,2026-04-19
1207,40,40k-75k,Good,Midwest,Mass Market,0.2,2026-04-19
1208,38,125k-200k,Excellent,South,Mass Market,14.6,2011-11-25
1209,27,40k-75k,Good,Midwest,Mass Market,0.2,2026-04-19
1210,45,<40k,Good,Northeast,Mass Market,4.4,2022-02-05
1211,50,40k-75k,Fair,Northeast,Mass Market,6.4,2020-02-06
1212,77,40k-75k,Fair,Northeast,Mass Market,3.8,2022-09-13
1213,35,40k-75k,Good,Midwest,Mass Market,5.5,2020-12-31
1214,42,200k+,Good,South,Affluent,3.0,2023-07-02
1215,44,75k-125k,Good,South,Mass Market,5.2,2021-04-19
1216,48,<40k,Good,South,Mass Market,4.6,2021-11-24
1217,42,40k-75k,Excellent,West,Affluent,7.2,2019-04-20
1218,22,125k-200k,Excellent,Midwest,Mass Market,13.2,2013-04-19
1219,26,40k-75k,Fair,Midwest,Mass Market,15.7,2010-10-19
1220,51,40k-75k,Good,South,Mass Market,1.4,2025-02-05
1221,48,<40k,Excellent,Midwest,Mass Market,13.5,2012-12-31
1222,46,40k-75k,Fair,South,Mass Market,7.3,2019-03-14
1223,39,125k-200k,Excellent,Midwest,Mass Market,0.7,2025-10-19
1224,43,75k-125k,Good,South,Mass Market,7.2,2019-04-20
1225,37,40k-75k,Poor,Northeast,Mass Market,2.2,2024-04-19
1226,76,40k-75k,Good,Midwest,Mass Market,7.7,2018-10-19
1227,54,40k-75k,Excellent,Midwest,Affluent,1.6,2024-11-24
1228,49,125k-200k,Excellent,Midwest,Affluent,1.3,2025-03-14
1229,67,40k-75k,Excellent,West,Mass Market,2.1,2024-05-25
1230,42,75k-125k,Good,West,Mass Market,14.0,2012-07-01
1231,54,75k-125k,Excellent,Northeast,Mass Market,3.1,2023-05-26
1232,42,40k-75k,Fair,Midwest,Mass Market,0.2,2026-04-19
1233,52,125k-200k,Excellent,Midwest,Private Banking,2.1,2024-05-25
1234,46,40k-75k,Good,South,Mass Market,4.6,2021-11-24
1235,36,200k+,Fair,Midwest,Mass Market,12.2,2014-04-19
1236,36,40k-75k,Good,Midwest,Affluent,1.1,2025-05-26
1237,44,75k-125k,Excellent,South,Private Banking,19.9,2006-08-07
1238,29,<40k,Good,Northeast,Affluent,4.8,2021-09-12
1239,23,40k-75k,Good,South,Mass Market,12.4,2014-02-05
1240,51,200k+,Good,Midwest,Private Banking,6.7,2019-10-19
1241,51,40k-75k,Excellent,West,Mass Market,13.4,2013-02-05
1242,48,75k-125k,Poor,West,Affluent,2.0,2024-07-01
1243,31,125k-200k,Good,Northeast,Affluent,1.8,2024-09-12
1244,49,200k+,Excellent,South,Mass Market,5.8,2020-09-12
1245,42,125k-200k,Good,West,Affluent,0.2,2026-04-19
1246,30,125k-200k,Fair,Northeast,Mass Market,2.1,2024-05-25
1247,51,75k-125k,Fair,Midwest,Mass Market,1.6,2024-11-24
1248,68,40k-75k,Good,Midwest,Mass Market,0.3,2026-03-14
1249,49,125k-200k,Excellent,West,Mass Market,16.2,2010-04-19
1250,58,125k-200k,Good,Northeast,Mass Market,1.6,2024-11-24
1251,38,125k-200k,Good,West,Private Banking,10.8,2015-09-13
1252,41,75k-125k,Good,West,Mass Market,1.5,2024-12-31
1253,40,125k-200k,Good,Northeast,Mass Market,5.6,2020-11-24
1254,42,75k-125k,Fair,South,Affluent,0.4,2026-02-05
1255,34,75k-125k,Excellent,West,Mass Market,3.7,2022-10-19
1256,37,75k-125k,Good,Midwest,Mass Market,6.3,2020-03-13
1257,40,200k+,Good,South,Mass Market,10.7,2015-10-19
1258,62,<40k,Good,West,Mass Market,5.8,2020-09-12
1259,44,75k-125k,Good,West,Mass Market,16.7,2009-10-19
1260,66,40k-75k,Poor,Midwest,Mass Market,3.7,2022-10-19
1261,52,40k-75k,Fair,West,Mass Market,5.9,2020-08-07
1262,39,40k-75k,Poor,Northeast,Mass Market,0.5,2025-12-31
1263,44,200k+,Good,South,Private Banking,2.7,2023-10-19
1264,52,75k-125k,Excellent,Midwest,Mass Market,7.0,2019-07-02
1265,43,75k-125k,Poor,South,Mass Market,5.0,2021-07-01
1266,52,40k-75k,Good,Midwest,Mass Market,0.6,2025-11-24
1267,30,125k-200k,Excellent,Northeast,Affluent,0.6,2025-11-24
1268,38,125k-200k,Poor,Midwest,Affluent,5.8,2020-09-12
1269,27,40k-75k,Good,South,Affluent,3.0,2023-07-02
1270,21,125k-200k,Fair,Northeast,Mass Market,0.4,2026-02-05
1271,46,40k-75k,Fair,South,Mass Market,11.7,2014-10-19
1272,47,125k-200k,Excellent,West,Affluent,3.3,2023-03-14
1273,21,75k-125k,Good,Midwest,Mass Market,4.1,2022-05-26
1274,42,200k+,Excellent,South,Affluent,3.1,2023-05-26
1275,39,200k+,Good,Midwest,Affluent,1.4,2025-02-05
1276,53,75k-125k,Good,Midwest,Mass Market,8.3,2018-03-14
1277,34,200k+,Fair,South,Mass Market,1.1,2025-05-26
1278,42,125k-200k,Excellent,West,Mass Market,12.3,2014-03-14
1279,44,200k+,Poor,South,Mass Market,7.1,2019-05-26
1280,48,75k-125k,Poor,South,Mass Market,3.7,2022-10-19
1281,48,40k-75k,Fair,West,Mass Market,10.7,2015-10-19
1282,38,200k+,Fair,South,Affluent,0.3,2026-03-14
1283,35,125k-200k,Excellent,South,Affluent,9.9,2016-08-07
1284,36,75k-125k,Good,West,Mass Market,3.5,2022-12-31
1285,38,40k-75k,Excellent,Midwest,Mass Market,8.7,2017-10-19
1286,26,200k+,Fair,Midwest,Mass Market,3.1,2023-05-26
1287,46,200k+,Excellent,Midwest,Private Banking,2.9,2023-08-07
1288,43,40k-75k,Fair,South,Mass Market,3.9,2022-08-07
1289,34,<40k,Good,Northeast,Mass Market,3.2,2023-04-20
1290,56,40k-75k,Good,South,Mass Market,7.7,2018-10-19
1291,24,75k-125k,Fair,Northeast,Mass Market,1.9,2024-08-07
1292,49,200k+,Good,Midwest,Affluent,5.8,2020-09-12
1293,49,200k+,Excellent,West,Affluent,4.5,2021-12-31
1294,31,75k-125k,Fair,Midwest,Mass Market,0.7,2025-10-19
1295,64,40k-75k,Fair,South,Mass Market,12.3,2014-03-14
1296,52,75k-125k,Poor,South,Mass Market,5.6,2020-11-24
1297,63,125k-200k,Excellent,Northeast,Affluent,2.2,2024-04-19
1298,25,200k+,Excellent,Midwest,Affluent,5.6,2020-11-24
1299,21,40k-75k,Poor,South,Mass Market,0.9,2025-08-07
1300,42,75k-125k,Fair,West,Mass Market,0.2,2026-04-19
1301,56,<40k,Excellent,West,Mass Market,0.2,2026-04-19
1302,69,200k+,Good,Northeast,Private Banking,2.6,2023-11-25
1303,27,200k+,Fair,Midwest,Affluent,7.5,2018-12-31
1304,43,125k-200k,Excellent,South,Affluent,0.7,2025-10-19
1305,68,40k-75k,Good,Northeast,Mass Market,7.6,2018-11-25
1306,23,40k-75k,Excellent,Midwest,Mass Market,1.7,2024-10-19
1307,61,<40k,Excellent,West,Mass Market,9.5,2016-12-31
1308,44,40k-75k,Good,Northeast,Mass Market,0.3,2026-03-14
1309,57,75k-125k,Good,South,Mass Market,6.6,2019-11-25
1310,67,125k-200k,Fair,South,Mass Market,0.2,2026-04-19
1311,55,75k-125k,Excellent,Midwest,Mass Market,25.7,2000-10-19
1312,61,75k-125k,Good,Northeast,Mass Market,6.5,2019-12-31
1313,43,125k-200k,Fair,South,Affluent,0.7,2025-10-19
1314,47,75k-125k,Good,Northeast,Mass Market,4.7,2021-10-19
1315,36,40k-75k,Excellent,West,Mass Market,4.8,2021-09-12
1316,46,75k-125k,Fair,West,Mass Market,7.4,2019-02-06
1317,27,40k-75k,Fair,West,Mass Market,0.2,2026-04-19
1318,50,<40k,Poor,South,Mass Market,6.0,2020-07-01
1319,47,200k+,Fair,South,Mass Market,2.3,2024-03-13
1320,29,<40k,Poor,West,Mass Market,1.0,2025-07-01
1321,59,75k-125k,Fair,Northeast,Mass Market,8.4,2018-02-05
1322,38,40k-75k,Good,South,Affluent,11.2,2015-04-20
1323,63,200k+,Excellent,Midwest,Private Banking,3.3,2023-03-14
1324,42,200k+,Excellent,Northeast,Mass Market,8.9,2017-08-07
1325,21,200k+,Good,South,Mass Market,11.8,2014-09-13
1326,29,40k-75k,Excellent,West,Mass Market,5.2,2021-04-19
1327,31,125k-200k,Good,Northeast,Affluent,3.4,2023-02-06
1328,51,40k-75k,Fair,Northeast,Mass Market,3.0,2023-07-02
1329,55,40k-75k,Fair,Northeast,Mass Market,3.5,2022-12-31
1330,60,75k-125k,Fair,South,Mass Market,8.9,2017-08-07
1331,40,125k-200k,Excellent,West,Mass Market,5.0,2021-07-01
1332,31,75k-125k,Excellent,South,Mass Market,17.4,2009-02-05
1333,51,40k-75k,Fair,Midwest,Mass Market,4.8,2021-09-12
1334,40,75k-125k,Good,Midwest,Mass Market,5.4,2021-02-05
1335,48,<40k,Excellent,Northeast,Affluent,0.9,2025-08-07
1336,41,75k-125k,Excellent,West,Affluent,2.5,2023-12-31
1337,41,200k+,Excellent,South,Affluent,0.7,2025-10-19
1338,52,<40k,Excellent,West,Mass Market,4.1,2022-05-26
1339,26,200k+,Good,West,Affluent,5.8,2020-09-12
1340,31,200k+,Excellent,South,Affluent,4.9,2021-08-07
1341,30,75k-125k,Good,Northeast,Affluent,3.9,2022-08-07
1342,64,75k-125k,Good,Northeast,Mass Market,4.4,2022-02-05
1343,58,40k-75k,Fair,West,Mass Market,9.7,2016-10-19
1344,59,75k-125k,Good,Midwest,Mass Market,14.8,2011-09-13
1345,41,125k-200k,Good,West,Mass Market,0.2,2026-04-19
1346,56,40k-75k,Poor,Midwest,Mass Market,1.8,2024-09-12
1347,60,200k+,Good,Midwest,Affluent,2.2,2024-04-19
1348,44,75k-125k,Fair,South,Mass Market,6.7,2019-10-19
1349,39,200k+,Good,Northeast,Affluent,5.9,2020-08-07
1350,43,40k-75k,Good,South,Mass Market,2.6,2023-11-25
1351,43,40k-75k,Good,Midwest,Mass Market,3.5,2022-12-31
1352,28,125k-200k,Good,Midwest,Private Banking,13.0,2013-07-01
1353,52,125k-200k,Poor,West,Mass Market,1.5,2024-12-31
1354,34,<40k,Good,West,Mass Market,1.6,2024-11-24
1355,37,<40k,Excellent,West,Mass Market,4.8,2021-09-12
1356,51,75k-125k,Excellent,South,Mass Market,2.6,2023-11-25
1357,22,125k-200k,Good,South,Affluent,4.7,2021-10-19
1358,73,200k+,Excellent,Midwest,Mass Market,1.6,2024-11-24
1359,39,40k-75k,Fair,West,Mass Market,6.2,2020-04-19
1360,37,40k-75k,Fair,South,Mass Market,3.0,2023-07-02
1361,34,125k-200k,Good,Northeast,Mass Market,5.9,2020-08-07
1362,53,200k+,Fair,West,Affluent,0.2,2026-04-19
1363,44,40k-75k,Fair,West,Mass Market,2.3,2024-03-13
1364,48,<40k,Fair,South,Mass Market,2.8,2023-09-13
1365,52,75k-125k,Good,Midwest,Mass Market,12.6,2013-11-24
1366,41,75k-125k,Good,West,Affluent,1.1,2025-05-26
1367,49,200k+,Fair,West,Mass Market,2.3,2024-03-13
1368,36,75k-125k,Excellent,Northeast,Mass Market,3.3,2023-03-14
1369,44,75k-125k,Excellent,Midwest,Mass Market,4.6,2021-11-24
1370,42,40k-75k,Good,Midwest,Mass Market,0.8,2025-09-12
1371,25,125k-200k,Fair,West,Affluent,10.2,2016-04-19
1372,47,75k-125k,Excellent,West,Mass Market,5.7,2020-10-19
1373,38,200k+,Good,West,Mass Market,0.3,2026-03-14
1374,22,40k-75k,Fair,Midwest,Mass Market,1.1,2025-05-26
1375,32,40k-75k,Excellent,Northeast,Mass Market,6.1,2020-05-25
1376,37,200k+,Good,Northeast,Affluent,4.2,2022-04-19
1377,46,75k-125k,Excellent,Northeast,Mass Market,0.8,2025-09-12
1378,42,200k+,Good,Northeast,Affluent,2.6,2023-11-25
1379,45,40k-75k,Excellent,West,Mass Market,4.5,2021-12-31
1380,57,75k-125k,Excellent,Northeast,Private Banking,2.6,2023-11-25
1381,39,75k-125k,Poor,South,Mass Market,0.2,2026-04-19
1382,38,75k-125k,Fair,West,Mass Market,2.4,2024-02-06
1383,51,200k+,Fair,West,Mass Market,12.3,2014-03-14
1384,53,125k-200k,Excellent,South,Private Banking,2.1,2024-05-25
1385,52,200k+,Excellent,West,Private Banking,2.3,2024-03-13
1386,41,<40k,Good,Midwest,Mass Market,2.4,2024-02-06
1387,38,40k-75k,Good,West,Mass Market,0.7,2025-10-19
1388,35,75k-125k,Excellent,South,Affluent,7.9,2018-08-07
1389,60,40k-75k,Fair,South,Mass Market,4.8,2021-09-12
1390,57,200k+,Poor,Midwest,Affluent,12.5,2013-12-31
1391,53,200k+,Good,Northeast,Affluent,4.2,2022-04-19
1392,47,<40k,Good,West,Mass Market,1.7,2024-10-19
1393,61,125k-200k,Excellent,Midwest,Affluent,5.3,2021-03-14
1394,31,75k-125k,Poor,Northeast,Mass Market,1.2,2025-04-19
1395,63,125k-200k,Poor,Midwest,Affluent,0.4,2026-02-05
1396,42,40k-75k,Excellent,South,Mass Market,21.2,2005-04-19
1397,49,125k-200k,Poor,South,Mass Market,8.0,2018-07-01
1398,41,125k-200k,Excellent,Northeast,Mass Market,1.6,2024-11-24
1399,36,40k-75k,Fair,Midwest,Mass Market,8.5,2017-12-31
1400,29,200k+,Poor,South,Private Banking,0.5,2025-12-31
1401,39,75k-125k,Fair,Northeast,Mass Market,2.4,2024-02-06
1402,67,40k-75k,Good,South,Affluent,27.1,1999-05-26
1403,42,75k-125k,Fair,South,Mass Market,7.9,2018-08-07
1404,51,75k-125k,Good,Midwest,Mass Market,5.1,2021-05-26
1405,35,200k+,Good,West,Mass Market,2.4,2024-02-06
1406,21,200k+,Fair,West,Mass Market,4.5,2021-12-31
1407,44,125k-200k,Fair,Northeast,Affluent,19.9,2006-08-07
1408,30,200k+,Fair,South,Mass Market,11.5,2014-12-31
1409,27,200k+,Good,Northeast,Affluent,3.3,2023-03-14
1410,51,75k-125k,Excellent,Midwest,Mass Market,13.2,2013-04-19
1411,42,125k-200k,Poor,South,Mass Market,6.6,2019-11-25
1412,47,125k-200k,Excellent,West,Mass Market,2.7,2023-10-19
1413,49,<40k,Fair,Northeast,Mass Market,1.9,2024-08-07
1414,31,<40k,Poor,Midwest,Mass Market,4.5,2021-12-31
1415,41,200k+,Excellent,Midwest,Mass Market,0.6,2025-11-24
1416,34,75k-125k,Good,West,Mass Market,9.9,2016-08-07
1417,45,125k-200k,Good,West,Affluent,5.1,2021-05-26
1418,52,40k-75k,Excellent,Midwest,Mass Market,0.3,2026-03-14
1419,58,125k-200k,Excellent,Northeast,Mass Market,2.2,2024-04-19
1420,49,125k-200k,Excellent,Northeast,Mass Market,16.9,2009-08-07
1421,30,200k+,Poor,West,Affluent,3.3,2023-03-14
1422,46,125k-200k,Good,Midwest,Affluent,9.9,2016-08-07
1423,37,75k-125k,Poor,Midwest,Mass Market,1.3,2025-03-14
1424,25,125k-200k,Good,South,Mass Market,9.0,2017-07-01
1425,44,40k-75k,Good,Northeast,Mass Market,13.1,2013-05-26
1426,50,75k-125k,Fair,South,Affluent,5.5,2020-12-31
1427,52,200k+,Excellent,South,Private Banking,2.5,2023-12-31
1428,33,75k-125k,Poor,Midwest,Mass Market,16.7,2009-10-19
1429,65,40k-75k,Poor,Northeast,Mass Market,1.1,2025-05-26
1430,63,75k-125k,Fair,Northeast,Mass Market,0.7,2025-10-19
1431,56,125k-200k,Good,Midwest,Affluent,16.5,2009-12-31
1432,39,75k-125k,Excellent,West,Mass Market,4.5,2021-12-31
1433,66,125k-200k,Excellent,Northeast,Mass Market,3.5,2022-12-31
1434,40,75k-125k,Fair,Northeast,Mass Market,7.4,2019-02-06
1435,37,200k+,Good,Northeast,Affluent,4.1,2022-05-26
1436,61,75k-125k,Fair,South,Mass Market,1.1,2025-05-26
1437,44,40k-75k,Good,Midwest,Mass Market,16.1,2010-05-26
1438,41,<40k,Good,Northeast,Mass Market,3.3,2023-03-14
1439,34,125k-200k,Excellent,Northeast,Affluent,5.0,2021-07-01
1440,50,40k-75k,Poor,Midwest,Mass Market,22.5,2003-12-31
1441,45,40k-75k,Good,Northeast,Mass Market,3.0,2023-07-02
1442,57,75k-125k,Poor,South,Mass Market,2.5,2023-12-31
1443,32,75k-125k,Fair,Northeast,Mass Market,15.3,2011-03-14
1444,49,125k-200k,Fair,Northeast,Mass Market,0.2,2026-04-19
1445,43,<40k,Excellent,West,Mass Market,2.7,2023-10-19
1446,45,75k-125k,Good,South,Mass Market,4.1,2022-05-26
1447,55,40k-75k,Fair,Northeast,Mass Market,0.6,2025-11-24
1448,61,75k-125k,Good,Midwest,Mass Market,1.3,2025-03-14
1449,62,40k-75k,Excellent,Midwest,Mass Market,0.2,2026-04-19
1450,30,40k-75k,Good,Northeast,Mass Market,0.7,2025-10-19
1451,36,75k-125k,Excellent,Midwest,Mass Market,1.0,2025-07-01
1452,40,40k-75k,Good,Midwest,Mass Market,0.7,2025-10-19
1453,49,200k+,Excellent,South,Private Banking,5.3,2021-03-14
1454,46,40k-75k,Good,South,Mass Market,5.9,2020-08-07
1455,45,125k-200k,Excellent,West,Mass Market,0.2,2026-04-19
1456,39,75k-125k,Poor,South,Mass Market,22.6,2003-11-25
1457,49,40k-75k,Fair,Northeast,Mass Market,0.2,2026-04-19
1458,63,<40k,Fair,South,Mass Market,1.2,2025-04-19
1459,25,<40k,Poor,Midwest,Mass Market,5.8,2020-09-12
1460,39,<40k,Poor,West,Mass Market,0.9,2025-08-07
1461,56,75k-125k,Poor,Midwest,Mass Market,14.0,2012-07-01
1462,36,<40k,Excellent,West,Mass Market,1.3,2025-03-14
1463,39,75k-125k,Fair,West,Mass Market,3.2,2023-04-20
1464,53,75k-125k,Good,West,Mass Market,12.3,2014-03-14
1465,48,75k-125k,Good,South,Mass Market,5.0,2021-07-01
1466,40,75k-125k,Excellent,Midwest,Mass Market,3.8,2022-09-13
1467,72,40k-75k,Excellent,Northeast,Mass Market,1.3,2025-03-14
1468,56,<40k,Fair,Midwest,Mass Market,6.3,2020-03-13
1469,42,125k-200k,Good,West,Mass Market,1.7,2024-10-19
1470,28,75k-125k,Poor,West,Mass Market,7.4,2019-02-06
1471,49,75k-125k,Good,Midwest,Affluent,12.1,2014-05-26
1472,44,40k-75k,Excellent,South,Mass Market,13.1,2013-05-26
1473,31,125k-200k,Good,Northeast,Mass Market,11.5,2014-12-31
1474,53,75k-125k,Good,West,Mass Market,3.1,2023-05-26
1475,41,40k-75k,Fair,South,Mass Market,1.3,2025-03-14
1476,40,125k-200k,Excellent,Northeast,Mass Market,0.2,2026-04-19
1477,29,200k+,Excellent,South,Affluent,11.3,2015-03-14
1478,37,125k-200k,Excellent,West,Mass Market,3.9,2022-08-07
1479,42,125k-200k,Good,South,Mass Market,2.4,2024-02-06
1480,29,40k-75k,Excellent,West,Affluent,9.7,2016-10-19
1481,62,75k-125k,Fair,West,Mass Market,10.1,2016-05-25
1482,46,75k-125k,Fair,Northeast,Mass Market,2.4,2024-02-06
1483,66,200k+,Good,Midwest,Affluent,19.6,2006-11-25
1484,51,40k-75k,Fair,Midwest,Mass Market,6.8,2019-09-13
1485,28,200k+,Good,Midwest,Affluent,3.9,2022-08-07
1486,39,40k-75k,Good,South,Mass Market,6.5,2019-12-31
1487,21,<40k,Good,West,Mass Market,3.0,2023-07-02
1488,63,125k-200k,Good,Midwest,Affluent,6.3,2020-03-13
1489,52,75k-125k,Good,West,Mass Market,0.2,2026-04-19
1490,62,40k-75k,Excellent,West,Mass Market,6.2,2020-04-19
1491,36,40k-75k,Poor,West,Mass Market,2.2,2024-04-19
1492,38,200k+,Excellent,Northeast,Mass Market,1.9,2024-08-07
1493,59,40k-75k,Good,West,Mass Market,15.0,2011-07-02
1494,36,40k-75k,Good,Midwest,Mass Market,5.3,2021-03-14
1495,37,40k-75k,Fair,South,Mass Market,3.1,2023-05-26
1496,60,75k-125k,Fair,South,Mass Market,5.6,2020-11-24
1497,49,200k+,Excellent,South,Private Banking,0.7,2025-10-19
1498,52,75k-125k,Excellent,West,Private Banking,2.7,2023-10-19
1499,40,<40k,Good,West,Mass Market,3.0,2023-07-02
1500,49,40k-75k,Fair,South,Mass Market,4.7,2021-10-19
1501,48,200k+,Excellent,Midwest,Private Banking,0.2,2026-04-19
1502,34,40k-75k,Good,Northeast,Mass Market,2.0,2024-07-01
1503,39,125k-200k,Fair,West,Mass Market,2.7,2023-10-19
1504,49,125k-200k,Good,Midwest,Affluent,28.0,1998-07-01
1505,41,75k-125k,Good,West,Mass Market,27.9,1998-08-07
1506,47,125k-200k,Excellent,South,Mass Market,3.9,2022-08-07
1507,21,200k+,Fair,Northeast,Mass Market,8.8,2017-09-12
1508,39,40k-75k,Excellent,West,Mass Market,7.1,2019-05-26
1509,46,<40k,Poor,West,Mass Market,7.8,2018-09-13
1510,53,125k-200k,Poor,South,Mass Market,4.3,2022-03-14
1511,65,40k-75k,Excellent,South,Mass Market,27.5,1998-12-31
1512,49,125k-200k,Fair,South,Affluent,4.5,2021-12-31
1513,27,<40k,Good,Midwest,Mass Market,0.2,2026-04-19
1514,53,200k+,Fair,Midwest,Affluent,1.5,2024-12-31
1515,52,<40k,Fair,South,Mass Market,0.5,2025-12-31
1516,22,40k-75k,Fair,Midwest,Mass Market,0.4,2026-02-05
1517,36,200k+,Excellent,Midwest,Private Banking,9.0,2017-07-01
1518,49,125k-200k,Excellent,West,Mass Market,2.3,2024-03-13
1519,69,75k-125k,Good,Midwest,Affluent,5.0,2021-07-01
1520,63,75k-125k,Fair,South,Mass Market,1.7,2024-10-19
1521,43,75k-125k,Good,South,Mass Market,5.7,2020-10-19
1522,63,40k-75k,Good,Northeast,Mass Market,0.6,2025-11-24
1523,47,75k-125k,Poor,South,Mass Market,7.3,2019-03-14
1524,46,40k-75k,Good,Midwest,Mass Market,2.8,2023-09-13
1525,41,200k+,Good,Midwest,Mass Market,7.0,2019-07-02
1526,27,75k-125k,Good,Midwest,Mass Market,4.0,2022-07-01
1527,60,200k+,Good,Northeast,Mass Market,3.3,2023-03-14
1528,51,40k-75k,Good,Midwest,Mass Market,5.7,2020-10-19
1529,37,200k+,Good,West,Mass Market,18.4,2008-02-06
1530,57,75k-125k,Excellent,West,Mass Market,1.3,2025-03-14
1531,29,40k-75k,Good,Northeast,Mass Market,3.9,2022-08-07
1532,52,40k-75k,Good,South,Mass Market,2.1,2024-05-25
1533,55,75k-125k,Good,South,Mass Market,1.9,2024-08-07
1534,22,<40k,Fair,Northeast,Mass Market,3.7,2022-10-19
1535,43,75k-125k,Fair,Northeast,Mass Market,9.9,2016-08-07
1536,39,40k-75k,Poor,West,Mass Market,3.3,2023-03-14
1537,55,125k-200k,Good,Midwest,Affluent,1.2,2025-04-19
1538,41,<40k,Fair,Northeast,Mass Market,3.5,2022-12-31
1539,23,75k-125k,Excellent,South,Mass Market,1.3,2025-03-14
1540,29,200k+,Good,West,Mass Market,2.5,2023-12-31
1541,65,125k-200k,Excellent,South,Affluent,13.1,2013-05-26
1542,46,40k-75k,Good,Midwest,Mass Market,4.3,2022-03-14
1543,35,40k-75k,Fair,South,Mass Market,4.4,2022-02-05
1544,38,75k-125k,Fair,West,Mass Market,15.1,2011-05-26
1545,23,40k-75k,Fair,South,Mass Market,18.2,2008-04-19
1546,29,200k+,Poor,Northeast,Mass Market,16.2,2010-04-19
1547,22,125k-200k,Fair,Midwest,Affluent,3.7,2022-10-19
1548,38,200k+,Excellent,Northeast,Affluent,0.2,2026-04-19
1549,71,40k-75k,Excellent,Northeast,Mass Market,4.7,2021-10-19
1550,44,125k-200k,Good,South,Affluent,2.6,2023-11-25
1551,66,40k-75k,Fair,Northeast,Mass Market,11.8,2014-09-13
1552,60,75k-125k,Good,Midwest,Mass Market,1.7,2024-10-19
1553,82,125k-200k,Fair,Northeast,Affluent,1.7,2024-10-19
1554,50,125k-200k,Good,West,Mass Market,4.5,2021-12-31
1555,52,125k-200k,Poor,Northeast,Affluent,3.4,2023-02-06
1556,63,125k-200k,Excellent,Northeast,Affluent,8.3,2018-03-14
1557,50,75k-125k,Good,West,Mass Market,13.7,2012-10-19
1558,37,<40k,Good,Midwest,Mass Market,15.2,2011-04-20
1559,68,75k-125k,Fair,South,Mass Market,3.3,2023-03-14
1560,46,200k+,Excellent,Northeast,Affluent,7.8,2018-09-13
1561,57,75k-125k,Fair,West,Affluent,2.0,2024-07-01
1562,46,125k-200k,Excellent,South,Mass Market,4.2,2022-04-19
1563,46,75k-125k,Good,West,Mass Market,1.1,2025-05-26
1564,56,75k-125k,Good,Midwest,Mass Market,0.2,2026-04-19
1565,43,75k-125k,Poor,Northeast,Mass Market,7.4,2019-02-06
1566,30,<40k,Good,West,Mass Market,4.8,2021-09-12
1567,56,75k-125k,Excellent,Northeast,Mass Market,1.8,2024-09-12
1568,42,125k-200k,Excellent,Midwest,Affluent,7.9,2018-08-07
1569,21,75k-125k,Fair,West,Mass Market,1.7,2024-10-19
1570,45,125k-200k,Good,Northeast,Mass Market,9.7,2016-10-19
1571,49,125k-200k,Good,Northeast,Mass Market,11.3,2015-03-14
1572,60,40k-75k,Good,West,Mass Market,2.2,2024-04-19
1573,32,200k+,Good,Midwest,Private Banking,3.2,2023-04-20
1574,46,40k-75k,Good,West,Mass Market,6.1,2020-05-25
1575,59,40k-75k,Good,Northeast,Mass Market,11.5,2014-12-31
1576,64,75k-125k,Good,South,Mass Market,4.0,2022-07-01
1577,40,75k-125k,Good,Midwest,Mass Market,2.7,2023-10-19
1578,21,40k-75k,Fair,South,Mass Market,5.4,2021-02-05
1579,30,75k-125k,Fair,South,Mass Market,2.3,2024-03-13
1580,58,200k+,Excellent,South,Private Banking,2.0,2024-07-01
1581,55,75k-125k,Good,South,Mass Market,8.9,2017-08-07
1582,45,40k-75k,Good,Northeast,Mass Market,4.2,2022-04-19
1583,33,75k-125k,Excellent,Midwest,Affluent,19.6,2006-11-25
1584,45,40k-75k,Good,South,Mass Market,2.7,2023-10-19
1585,53,75k-125k,Fair,South,Affluent,3.9,2022-08-07
1586,54,<40k,Good,Northeast,Mass Market,11.0,2015-07-02
1587,60,40k-75k,Fair,West,Mass Market,1.7,2024-10-19
1588,31,<40k,Fair,South,Mass Market,0.8,2025-09-12
1589,34,75k-125k,Fair,South,Mass Market,3.3,2023-03-14
1590,24,40k-75k,Excellent,Midwest,Mass Market,16.4,2010-02-05
1591,33,40k-75k,Good,Midwest,Mass Market,9.7,2016-10-19
1592,27,200k+,Good,West,Affluent,0.5,2025-12-31
1593,46,40k-75k,Good,West,Mass Market,13.1,2013-05-26
1594,46,<40k,Good,South,Mass Market,21.8,2004-09-12
