payment_id,loan_id,payment_month,scheduled_payment,actual_payment,days_past_due,on_time_flag
34415,1751,2025-06-01,88.36,88.36,0,1
34416,1751,2025-07-01,88.36,88.36,0,1
34417,1751,2025-08-01,88.36,88.36,0,1
34418,1751,2025-09-01,88.36,88.36,0,1
34419,1751,2025-10-01,88.36,88.36,0,1
34420,1751,2025-11-01,88.36,88.36,0,1
34421,1751,2025-12-01,88.36,88.36,0,1
34422,1751,2026-01-01,88.36,88.36,0,1
34423,1751,2026-02-01,88.36,88.36,0,1
34424,1751,2026-03-01,88.36,88.36,0,1
34425,1751,2026-04-01,88.36,88.36,0,1
34426,1751,2026-05-01,88.36,88.36,0,1
34427,1751,2026-06-01,88.36,88.36,0,1
34428,1751,2026-07-01,88.36,88.36,0,1
34429,1752,2025-07-01,337.99,337.99,0,1
34430,1752,2025-08-01,337.99,337.99,0,1
34431,1752,2025-09-01,337.99,337.99,0,1
34432,1752,2025-10-01,337.99,337.99,0,1
34433,1752,2025-11-01,337.99,337.99,0,1
34434,1752,2025-12-01,337.99,337.99,0,1
34435,1752,2026-01-01,337.99,337.99,15,0
34436,1752,2026-02-01,337.99,337.99,45,0
34437,1752,2026-03-01,337.99,337.99,0,1
34438,1752,2026-04-01,337.99,337.99,0,1
34439,1752,2026-05-01,337.99,337.99,0,1
34440,1752,2026-06-01,337.99,337.99,0,1
34441,1752,2026-07-01,337.99,337.99,0,1
34442,1753,2026-05-01,617.95,617.95,0,1
34443,1753,2026-06-01,617.95,617.95,0,1
34444,1753,2026-07-01,617.95,617.95,0,1
34445,1754,2024-08-01,,,0,1
34446,1754,2024-09-01,,,0,1
34447,1754,2024-10-01,,,0,1
34448,1754,2024-11-01,,,0,1
34449,1754,2024-12-01,,,0,1
34450,1754,2025-01-01,,,0,1
34451,1754,2025-02-01,,,0,1
34452,1754,2025-03-01,,,0,1
34453,1754,2025-04-01,,,0,1
34454,1754,2025-05-01,,,0,1
34455,1754,2025-06-01,,,0,1
34456,1754,2025-07-01,,,0,1
34457,1754,2025-08-01,,,0,1
34458,1754,2025-09-01,,,0,1
34459,1754,2025-10-01,,,0,1
34460,1754,2025-11-01,,,0,1
34461,1754,2025-12-01,,,0,1
34462,1754,2026-01-01,,,0,1
34463,1754,2026-02-01,,,0,1
34464,1754,2026-03-01,,,0,1
34465,1754,2026-04-01,,,0,1
34466,1754,2026-05-01,,,0,1
34467,1754,2026-06-01,,,0,1
34468,1754,2026-07-01,,,0,1
34469,1755,2024-08-01,1916.33,1916.33,0,1
34470,1755,2024-09-01,1916.33,1916.33,0,1
34471,1755,2024-10-01,1916.33,1916.33,0,1
34472,1755,2024-11-01,1916.33,1916.33,0,1
34473,1755,2024-12-01,1916.33,1916.33,0,1
34474,1755,2025-01-01,1916.33,1916.33,0,1
34475,1755,2025-02-01,1916.33,1916.33,0,1
34476,1755,2025-03-01,1916.33,1916.33,0,1
34477,1755,2025-04-01,1916.33,1916.33,0,1
34478,1755,2025-05-01,1916.33,1916.33,0,1
34479,1755,2025-06-01,1916.33,1916.33,0,1
34480,1755,2025-07-01,1916.33,1916.33,0,1
34481,1755,2025-08-01,1916.33,1916.33,0,1
34482,1755,2025-09-01,1916.33,1916.33,0,1
34483,1755,2025-10-01,1916.33,1916.33,0,1
34484,1755,2025-11-01,1916.33,1916.33,0,1
34485,1755,2025-12-01,1916.33,1916.33,0,1
34486,1755,2026-01-01,1916.33,1916.33,0,1
34487,1755,2026-02-01,1916.33,1916.33,0,1
34488,1755,2026-03-01,1916.33,1916.33,0,1
34489,1755,2026-04-01,1916.33,1916.33,0,1
34490,1755,2026-05-01,1916.33,1916.33,0,1
34491,1755,2026-06-01,1916.33,1916.33,0,1
34492,1755,2026-07-01,1916.33,1916.33,0,1
34493,1756,2024-08-01,889.1,889.1,0,1
34494,1756,2024-09-01,889.1,889.1,0,1
34495,1756,2024-10-01,889.1,889.1,30,0
34496,1756,2024-11-01,889.1,889.1,0,1
34497,1756,2024-12-01,889.1,889.1,0,1
34498,1756,2025-01-01,889.1,889.1,0,1
34499,1756,2025-02-01,889.1,889.1,0,1
34500,1756,2025-03-01,889.1,889.1,0,1
34501,1756,2025-04-01,889.1,889.1,15,0
34502,1756,2025-05-01,889.1,889.1,15,0
34503,1756,2025-06-01,889.1,889.1,30,0
34504,1756,2025-07-01,889.1,889.1,0,1
34505,1756,2025-08-01,889.1,889.1,0,1
34506,1756,2025-09-01,889.1,889.1,0,1
34507,1756,2025-10-01,889.1,889.1,0,1
34508,1756,2025-11-01,889.1,889.1,0,1
34509,1756,2025-12-01,889.1,889.1,15,0
34510,1756,2026-01-01,889.1,889.1,30,0
34511,1756,2026-02-01,889.1,889.1,0,1
34512,1756,2026-03-01,889.1,889.1,0,1
34513,1756,2026-04-01,889.1,889.1,15,0
34514,1756,2026-05-01,889.1,889.1,0,1
34515,1756,2026-06-01,889.1,889.1,0,1
34516,1756,2026-07-01,889.1,889.1,0,1
34517,1757,2024-11-01,782.32,782.32,0,1
34518,1757,2024-12-01,782.32,782.32,0,1
34519,1757,2025-01-01,782.32,782.32,0,1
34520,1757,2025-02-01,782.32,782.32,0,1
34521,1757,2025-03-01,782.32,782.32,0,1
34522,1757,2025-04-01,782.32,782.32,0,1
34523,1757,2025-05-01,782.32,782.32,15,0
34524,1757,2025-06-01,782.32,782.32,0,1
34525,1757,2025-07-01,782.32,782.32,0,1
34526,1757,2025-08-01,782.32,782.32,0,1
34527,1757,2025-09-01,782.32,782.32,0,1
34528,1757,2025-10-01,782.32,782.32,0,1
34529,1757,2025-11-01,782.32,782.32,45,0
34530,1757,2025-12-01,782.32,782.32,0,1
34531,1757,2026-01-01,782.32,782.32,0,1
34532,1757,2026-02-01,782.32,782.32,0,1
34533,1757,2026-03-01,782.32,782.32,45,0
34534,1757,2026-04-01,782.32,782.32,0,1
34535,1757,2026-05-01,782.32,782.32,0,1
34536,1757,2026-06-01,782.32,782.32,0,1
34537,1757,2026-07-01,782.32,0.0,60,0
34538,1758,2024-08-01,,,0,1
34539,1758,2024-09-01,,,0,1
34540,1758,2024-10-01,,,0,1
34541,1758,2024-11-01,,,0,1
34542,1758,2024-12-01,,,0,1
34543,1758,2025-01-01,,,0,1
34544,1758,2025-02-01,,,0,1
34545,1758,2025-03-01,,,0,1
34546,1758,2025-04-01,,,0,1
34547,1758,2025-05-01,,,30,0
34548,1758,2025-06-01,,,0,1
34549,1758,2025-07-01,,,45,0
34550,1758,2025-08-01,,,15,0
34551,1758,2025-09-01,,,0,1
34552,1758,2025-10-01,,,0,1
34553,1758,2025-11-01,,,30,0
34554,1758,2025-12-01,,,0,1
34555,1758,2026-01-01,,,0,1
34556,1758,2026-02-01,,,0,1
34557,1758,2026-03-01,,,0,1
34558,1758,2026-04-01,,,0,1
34559,1758,2026-05-01,,,0,1
34560,1758,2026-06-01,,,15,0
34561,1758,2026-07-01,,,0,1
34562,1759,2026-01-01,672.48,672.48,0,1
34563,1759,2026-02-01,672.48,672.48,0,1
34564,1759,2026-03-01,672.48,672.48,0,1
34565,1759,2026-04-01,672.48,672.48,0,1
34566,1759,2026-05-01,672.48,672.48,0,1
34567,1759,2026-06-01,672.48,672.48,0,1
34568,1759,2026-07-01,672.48,672.48,0,1
34569,1760,2024-08-01,,,0,1
34570,1760,2024-09-01,,,0,1
34571,1760,2024-10-01,,,0,1
34572,1760,2024-11-01,,,0,1
34573,1760,2024-12-01,,,0,1
34574,1760,2025-01-01,,,0,1
34575,1760,2025-02-01,,,0,1
34576,1760,2025-03-01,,,0,1
34577,1760,2025-04-01,,,0,1
34578,1760,2025-05-01,,,0,1
34579,1760,2025-06-01,,,0,1
34580,1760,2025-07-01,,,0,1
34581,1760,2025-08-01,,,0,1
34582,1760,2025-09-01,,,0,1
34583,1760,2025-10-01,,,0,1
34584,1760,2025-11-01,,,0,1
34585,1760,2025-12-01,,,0,1
34586,1760,2026-01-01,,,0,1
34587,1760,2026-02-01,,,0,1
34588,1760,2026-03-01,,,0,1
34589,1760,2026-04-01,,,0,1
34590,1760,2026-05-01,,,0,1
34591,1760,2026-06-01,,,0,1
34592,1760,2026-07-01,,,0,1
34593,1761,2025-07-01,1034.93,1034.93,0,1
34594,1761,2025-08-01,1034.93,1034.93,0,1
34595,1761,2025-09-01,1034.93,1034.93,0,1
34596,1761,2025-10-01,1034.93,1034.93,0,1
34597,1761,2025-11-01,1034.93,1034.93,0,1
34598,1761,2025-12-01,1034.93,1034.93,0,1
34599,1761,2026-01-01,1034.93,1034.93,0,1
34600,1761,2026-02-01,1034.93,1034.93,0,1
34601,1761,2026-03-01,1034.93,1034.93,0,1
34602,1761,2026-04-01,1034.93,1034.93,0,1
34603,1761,2026-05-01,1034.93,1034.93,0,1
34604,1761,2026-06-01,1034.93,1034.93,0,1
34605,1761,2026-07-01,1034.93,1034.93,0,1
34606,1762,2024-08-01,528.57,528.57,30,0
34607,1762,2024-09-01,528.57,528.57,0,1
34608,1762,2024-10-01,528.57,528.57,0,1
34609,1762,2024-11-01,528.57,528.57,0,1
34610,1762,2024-12-01,528.57,528.57,0,1
34611,1762,2025-01-01,528.57,528.57,0,1
34612,1762,2025-02-01,528.57,528.57,0,1
34613,1762,2025-03-01,528.57,528.57,0,1
34614,1762,2025-04-01,528.57,528.57,0,1
34615,1762,2025-05-01,528.57,528.57,0,1
34616,1762,2025-06-01,528.57,528.57,0,1
34617,1762,2025-07-01,528.57,528.57,0,1
34618,1762,2025-08-01,528.57,528.57,0,1
34619,1762,2025-09-01,528.57,528.57,0,1
34620,1762,2025-10-01,528.57,528.57,0,1
34621,1762,2025-11-01,528.57,528.57,0,1
34622,1762,2025-12-01,528.57,528.57,0,1
34623,1762,2026-01-01,528.57,528.57,0,1
34624,1762,2026-02-01,528.57,528.57,0,1
34625,1762,2026-03-01,528.57,528.57,0,1
34626,1762,2026-04-01,528.57,528.57,0,1
34627,1762,2026-05-01,528.57,528.57,0,1
34628,1762,2026-06-01,528.57,528.57,0,1
34629,1762,2026-07-01,528.57,528.57,0,1
34630,1763,2024-08-01,670.98,670.98,0,1
34631,1763,2024-09-01,670.98,670.98,0,1
34632,1763,2024-10-01,670.98,670.98,0,1
34633,1763,2024-11-01,670.98,670.98,0,1
34634,1763,2024-12-01,670.98,670.98,0,1
34635,1763,2025-01-01,670.98,670.98,0,1
34636,1763,2025-02-01,670.98,670.98,30,0
34637,1763,2025-03-01,670.98,670.98,0,1
34638,1763,2025-04-01,670.98,670.98,0,1
34639,1763,2025-05-01,670.98,670.98,0,1
34640,1763,2025-06-01,670.98,670.98,0,1
34641,1763,2025-07-01,670.98,670.98,0,1
34642,1763,2025-08-01,670.98,670.98,0,1
34643,1763,2025-09-01,670.98,670.98,0,1
34644,1763,2025-10-01,670.98,670.98,0,1
34645,1763,2025-11-01,670.98,670.98,0,1
34646,1763,2025-12-01,670.98,670.98,0,1
34647,1763,2026-01-01,670.98,670.98,0,1
34648,1763,2026-02-01,670.98,670.98,0,1
34649,1763,2026-03-01,670.98,670.98,0,1
34650,1763,2026-04-01,670.98,670.98,0,1
34651,1763,2026-05-01,670.98,670.98,0,1
34652,1763,2026-06-01,670.98,670.98,0,1
34653,1763,2026-07-01,670.98,670.98,0,1
34654,1764,2025-06-01,,,0,1
34655,1764,2025-07-01,,,0,1
34656,1764,2025-08-01,,,0,1
34657,1764,2025-09-01,,,0,1
34658,1764,2025-10-01,,,0,1
34659,1764,2025-11-01,,,0,1
34660,1764,2025-12-01,,,0,1
34661,1764,2026-01-01,,,0,1
34662,1764,2026-02-01,,,0,1
34663,1764,2026-03-01,,,0,1
34664,1764,2026-04-01,,,15,0
34665,1764,2026-05-01,,,0,1
34666,1764,2026-06-01,,,0,1
34667,1764,2026-07-01,,,0,1
34668,1765,2024-08-01,,,0,1
34669,1765,2024-09-01,,,0,1
34670,1765,2024-10-01,,,0,1
34671,1765,2024-11-01,,,0,1
34672,1765,2024-12-01,,,0,1
34673,1765,2025-01-01,,,0,1
34674,1765,2025-02-01,,,0,1
34675,1765,2025-03-01,,,0,1
34676,1765,2025-04-01,,,0,1
34677,1765,2025-05-01,,,0,1
34678,1765,2025-06-01,,,0,1
34679,1765,2025-07-01,,,0,1
34680,1765,2025-08-01,,,0,1
34681,1765,2025-09-01,,,0,1
34682,1765,2025-10-01,,,0,1
34683,1765,2025-11-01,,,0,1
34684,1765,2025-12-01,,,0,1
34685,1765,2026-01-01,,,0,1
34686,1765,2026-02-01,,,0,1
34687,1765,2026-03-01,,,0,1
34688,1765,2026-04-01,,,0,1
34689,1765,2026-05-01,,,0,1
34690,1765,2026-06-01,,,0,1
34691,1765,2026-07-01,,,0,1
34692,1766,2025-04-01,1685.83,1685.83,0,1
34693,1766,2025-05-01,1685.83,1685.83,0,1
34694,1766,2025-06-01,1685.83,1685.83,0,1
34695,1766,2025-07-01,1685.83,1685.83,0,1
34696,1766,2025-08-01,1685.83,1685.83,0,1
34697,1766,2025-09-01,1685.83,1685.83,0,1
34698,1766,2025-10-01,1685.83,1685.83,0,1
34699,1766,2025-11-01,1685.83,1685.83,0,1
34700,1766,2025-12-01,1685.83,1685.83,0,1
34701,1766,2026-01-01,1685.83,1685.83,0,1
34702,1766,2026-02-01,1685.83,1685.83,0,1
34703,1766,2026-03-01,1685.83,1685.83,0,1
34704,1766,2026-04-01,1685.83,0.0,60,0
34705,1766,2026-05-01,1685.83,1685.83,0,1
34706,1766,2026-06-01,1685.83,1685.83,0,1
34707,1766,2026-07-01,1685.83,1685.83,0,1
34708,1767,2026-01-01,,,0,1
34709,1767,2026-02-01,,,0,1
34710,1767,2026-03-01,,,0,1
34711,1767,2026-04-01,,,0,1
34712,1767,2026-05-01,,,0,1
34713,1767,2026-06-01,,,0,1
34714,1767,2026-07-01,,,0,1
34715,1768,2024-08-01,878.93,878.93,0,1
34716,1768,2024-09-01,878.93,878.93,0,1
34717,1768,2024-10-01,878.93,878.93,0,1
34718,1768,2024-11-01,878.93,878.93,0,1
34719,1768,2024-12-01,878.93,878.93,0,1
34720,1768,2025-01-01,878.93,878.93,0,1
34721,1768,2025-02-01,878.93,878.93,0,1
34722,1768,2025-03-01,878.93,878.93,0,1
34723,1768,2025-04-01,878.93,878.93,0,1
34724,1768,2025-05-01,878.93,878.93,0,1
34725,1768,2025-06-01,878.93,878.93,15,0
34726,1768,2025-07-01,878.93,878.93,0,1
34727,1768,2025-08-01,878.93,878.93,0,1
34728,1768,2025-09-01,878.93,878.93,0,1
34729,1768,2025-10-01,878.93,878.93,0,1
34730,1768,2025-11-01,878.93,878.93,0,1
34731,1768,2025-12-01,878.93,878.93,0,1
34732,1768,2026-01-01,878.93,878.93,0,1
34733,1768,2026-02-01,878.93,878.93,0,1
34734,1768,2026-03-01,878.93,878.93,0,1
34735,1768,2026-04-01,878.93,878.93,0,1
34736,1768,2026-05-01,878.93,878.93,0,1
34737,1768,2026-06-01,878.93,878.93,0,1
34738,1768,2026-07-01,878.93,878.93,0,1
34739,1769,2025-07-01,471.32,471.32,0,1
34740,1769,2025-08-01,471.32,471.32,0,1
34741,1769,2025-09-01,471.32,471.32,0,1
34742,1769,2025-10-01,471.32,471.32,0,1
34743,1769,2025-11-01,471.32,471.32,0,1
34744,1769,2025-12-01,471.32,471.32,0,1
34745,1769,2026-01-01,471.32,471.32,0,1
34746,1769,2026-02-01,471.32,471.32,0,1
34747,1769,2026-03-01,471.32,471.32,0,1
34748,1769,2026-04-01,471.32,471.32,0,1
34749,1769,2026-05-01,471.32,471.32,0,1
34750,1769,2026-06-01,471.32,471.32,0,1
34751,1769,2026-07-01,471.32,471.32,0,1
34752,1770,2024-08-01,1158.5,1158.5,0,1
34753,1770,2024-09-01,1158.5,1158.5,0,1
34754,1770,2024-10-01,1158.5,1158.5,0,1
34755,1770,2024-11-01,1158.5,1158.5,0,1
34756,1770,2024-12-01,1158.5,1158.5,0,1
34757,1770,2025-01-01,1158.5,1158.5,0,1
34758,1770,2025-02-01,1158.5,1158.5,0,1
34759,1770,2025-03-01,1158.5,1158.5,0,1
34760,1770,2025-04-01,1158.5,1158.5,0,1
34761,1770,2025-05-01,1158.5,1158.5,0,1
34762,1770,2025-06-01,1158.5,1158.5,0,1
34763,1770,2025-07-01,1158.5,1158.5,0,1
34764,1770,2025-08-01,1158.5,1158.5,0,1
34765,1770,2025-09-01,1158.5,1158.5,0,1
34766,1770,2025-10-01,1158.5,1158.5,0,1
34767,1770,2025-11-01,1158.5,1158.5,0,1
34768,1770,2025-12-01,1158.5,1158.5,0,1
34769,1770,2026-01-01,1158.5,1158.5,0,1
34770,1770,2026-02-01,1158.5,1158.5,0,1
34771,1770,2026-03-01,1158.5,1158.5,0,1
34772,1770,2026-04-01,1158.5,1158.5,0,1
34773,1770,2026-05-01,1158.5,1158.5,0,1
34774,1770,2026-06-01,1158.5,1158.5,0,1
34775,1770,2026-07-01,1158.5,1158.5,0,1
34776,1771,2024-08-01,720.03,720.03,45,0
34777,1771,2024-09-01,720.03,720.03,45,0
34778,1771,2024-10-01,720.03,720.03,45,0
34779,1771,2024-11-01,720.03,720.03,15,0
34780,1771,2024-12-01,720.03,720.03,0,1
34781,1771,2025-01-01,720.03,720.03,15,0
34782,1771,2025-02-01,720.03,720.03,0,1
34783,1771,2025-03-01,720.03,720.03,0,1
34784,1771,2025-04-01,720.03,720.03,0,1
34785,1771,2025-05-01,720.03,720.03,15,0
34786,1771,2025-06-01,720.03,720.03,0,1
34787,1771,2025-07-01,720.03,720.03,0,1
34788,1771,2025-08-01,720.03,720.03,0,1
34789,1771,2025-09-01,720.03,720.03,0,1
34790,1771,2025-10-01,720.03,720.03,0,1
34791,1771,2025-11-01,720.03,720.03,0,1
34792,1771,2025-12-01,720.03,0.0,60,0
34793,1771,2026-01-01,720.03,720.03,0,1
34794,1771,2026-02-01,720.03,720.03,45,0
34795,1771,2026-03-01,720.03,720.03,0,1
34796,1771,2026-04-01,720.03,720.03,0,1
34797,1771,2026-05-01,720.03,0.0,90,0
34798,1771,2026-06-01,720.03,720.03,0,1
34799,1771,2026-07-01,720.03,720.03,0,1
34800,1772,2024-08-01,,,0,1
34801,1772,2024-09-01,,,0,1
34802,1772,2024-10-01,,,0,1
34803,1772,2024-11-01,,,0,1
34804,1772,2024-12-01,,,0,1
34805,1772,2025-01-01,,,0,1
34806,1772,2025-02-01,,,0,1
34807,1772,2025-03-01,,,0,1
34808,1772,2025-04-01,,,0,1
34809,1772,2025-05-01,,,30,0
34810,1772,2025-06-01,,,0,1
34811,1772,2025-07-01,,,0,1
34812,1772,2025-08-01,,0.0,60,0
34813,1772,2025-09-01,,,0,1
34814,1772,2025-10-01,,,0,1
34815,1772,2025-11-01,,,0,1
34816,1772,2025-12-01,,,0,1
34817,1772,2026-01-01,,,45,0
34818,1772,2026-02-01,,,0,1
34819,1772,2026-03-01,,,0,1
34820,1772,2026-04-01,,,0,1
34821,1772,2026-05-01,,0.0,60,0
34822,1772,2026-06-01,,,0,1
34823,1772,2026-07-01,,,15,0
34824,1773,2025-12-01,460.9,460.9,0,1
34825,1773,2026-01-01,460.9,460.9,0,1
34826,1773,2026-02-01,460.9,460.9,0,1
34827,1773,2026-03-01,460.9,460.9,0,1
34828,1773,2026-04-01,460.9,460.9,0,1
34829,1773,2026-05-01,460.9,460.9,0,1
34830,1773,2026-06-01,460.9,460.9,0,1
34831,1773,2026-07-01,460.9,460.9,0,1
34832,1774,2024-08-01,381.62,381.62,0,1
34833,1774,2024-09-01,381.62,381.62,0,1
34834,1774,2024-10-01,381.62,381.62,0,1
34835,1774,2024-11-01,381.62,381.62,0,1
34836,1774,2024-12-01,381.62,381.62,0,1
34837,1774,2025-01-01,381.62,381.62,0,1
34838,1774,2025-02-01,381.62,381.62,0,1
34839,1774,2025-03-01,381.62,381.62,0,1
34840,1774,2025-04-01,381.62,381.62,0,1
34841,1774,2025-05-01,381.62,381.62,0,1
34842,1774,2025-06-01,381.62,381.62,0,1
34843,1774,2025-07-01,381.62,381.62,0,1
34844,1774,2025-08-01,381.62,0.0,60,0
34845,1774,2025-09-01,381.62,381.62,0,1
34846,1774,2025-10-01,381.62,381.62,0,1
34847,1774,2025-11-01,381.62,381.62,0,1
34848,1774,2025-12-01,381.62,0.0,90,0
34849,1774,2026-01-01,381.62,381.62,0,1
34850,1774,2026-02-01,381.62,381.62,0,1
34851,1774,2026-03-01,381.62,381.62,0,1
34852,1774,2026-04-01,381.62,381.62,0,1
34853,1774,2026-05-01,381.62,381.62,0,1
34854,1774,2026-06-01,381.62,381.62,0,1
34855,1774,2026-07-01,381.62,381.62,0,1
34856,1775,2024-08-01,3176.95,3176.95,0,1
34857,1775,2024-09-01,3176.95,3176.95,0,1
34858,1775,2024-10-01,3176.95,3176.95,15,0
34859,1775,2024-11-01,3176.95,3176.95,0,1
34860,1775,2024-12-01,3176.95,3176.95,0,1
34861,1775,2025-01-01,3176.95,3176.95,0,1
34862,1775,2025-02-01,3176.95,3176.95,30,0
34863,1775,2025-03-01,3176.95,3176.95,0,1
34864,1775,2025-04-01,3176.95,3176.95,15,0
34865,1775,2025-05-01,3176.95,3176.95,0,1
34866,1775,2025-06-01,3176.95,3176.95,0,1
34867,1775,2025-07-01,3176.95,3176.95,45,0
34868,1775,2025-08-01,3176.95,3176.95,0,1
34869,1775,2025-09-01,3176.95,3176.95,0,1
34870,1775,2025-10-01,3176.95,3176.95,0,1
34871,1775,2025-11-01,3176.95,3176.95,0,1
34872,1775,2025-12-01,3176.95,3176.95,0,1
34873,1775,2026-01-01,3176.95,3176.95,0,1
34874,1775,2026-02-01,3176.95,3176.95,0,1
34875,1775,2026-03-01,3176.95,3176.95,0,1
34876,1775,2026-04-01,3176.95,3176.95,0,1
34877,1775,2026-05-01,3176.95,0.0,60,0
34878,1775,2026-06-01,3176.95,3176.95,0,1
34879,1775,2026-07-01,3176.95,0.0,90,0
34880,1776,2025-12-01,,,0,1
34881,1776,2026-01-01,,,0,1
34882,1776,2026-02-01,,0.0,90,0
34883,1776,2026-03-01,,,0,1
34884,1776,2026-04-01,,0.0,60,0
34885,1776,2026-05-01,,,0,1
34886,1776,2026-06-01,,,0,1
34887,1776,2026-07-01,,,0,1
34888,1777,2025-10-01,897.9,897.9,0,1
34889,1777,2025-11-01,897.9,897.9,15,0
34890,1777,2025-12-01,897.9,897.9,0,1
34891,1777,2026-01-01,897.9,897.9,0,1
34892,1777,2026-02-01,897.9,897.9,0,1
34893,1777,2026-03-01,897.9,897.9,0,1
34894,1777,2026-04-01,897.9,897.9,0,1
34895,1777,2026-05-01,897.9,897.9,0,1
34896,1777,2026-06-01,897.9,897.9,0,1
34897,1777,2026-07-01,897.9,897.9,0,1
34898,1778,2024-08-01,523.0,523.0,0,1
34899,1778,2024-09-01,523.0,523.0,0,1
34900,1778,2024-10-01,523.0,523.0,0,1
34901,1778,2024-11-01,523.0,523.0,0,1
34902,1778,2024-12-01,523.0,523.0,30,0
34903,1778,2025-01-01,523.0,523.0,0,1
34904,1778,2025-02-01,523.0,523.0,0,1
34905,1778,2025-03-01,523.0,523.0,0,1
34906,1778,2025-04-01,523.0,523.0,0,1
34907,1778,2025-05-01,523.0,523.0,0,1
34908,1778,2025-06-01,523.0,523.0,0,1
34909,1778,2025-07-01,523.0,523.0,15,0
34910,1778,2025-08-01,523.0,523.0,0,1
34911,1778,2025-09-01,523.0,523.0,0,1
34912,1778,2025-10-01,523.0,523.0,0,1
34913,1778,2025-11-01,523.0,523.0,0,1
34914,1778,2025-12-01,523.0,523.0,0,1
34915,1778,2026-01-01,523.0,523.0,0,1
34916,1778,2026-02-01,523.0,523.0,0,1
34917,1778,2026-03-01,523.0,523.0,0,1
34918,1778,2026-04-01,523.0,523.0,0,1
34919,1778,2026-05-01,523.0,523.0,15,0
34920,1778,2026-06-01,523.0,523.0,0,1
34921,1778,2026-07-01,523.0,523.0,0,1
34922,1779,2024-08-01,1518.25,1518.25,0,1
34923,1779,2024-09-01,1518.25,1518.25,0,1
34924,1779,2024-10-01,1518.25,1518.25,0,1
34925,1779,2024-11-01,1518.25,1518.25,15,0
34926,1779,2024-12-01,1518.25,1518.25,0,1
34927,1779,2025-01-01,1518.25,1518.25,30,0
34928,1779,2025-02-01,1518.25,1518.25,0,1
34929,1779,2025-03-01,1518.25,1518.25,15,0
34930,1779,2025-04-01,1518.25,1518.25,30,0
34931,1779,2025-05-01,1518.25,1518.25,0,1
34932,1779,2025-06-01,1518.25,1518.25,45,0
34933,1779,2025-07-01,1518.25,1518.25,30,0
34934,1779,2025-08-01,1518.25,1518.25,0,1
34935,1779,2025-09-01,1518.25,1518.25,45,0
34936,1779,2025-10-01,1518.25,1518.25,0,1
34937,1779,2025-11-01,1518.25,1518.25,0,1
34938,1779,2025-12-01,1518.25,1518.25,0,1
34939,1779,2026-01-01,1518.25,1518.25,0,1
34940,1779,2026-02-01,1518.25,1518.25,0,1
34941,1779,2026-03-01,1518.25,1518.25,0,1
34942,1779,2026-04-01,1518.25,0.0,90,0
34943,1779,2026-05-01,1518.25,0.0,90,0
34944,1779,2026-06-01,1518.25,1518.25,0,1
34945,1779,2026-07-01,1518.25,1518.25,0,1
34946,1780,2024-08-01,2978.66,2978.66,0,1
34947,1780,2024-09-01,2978.66,2978.66,0,1
34948,1780,2024-10-01,2978.66,2978.66,0,1
34949,1780,2024-11-01,2978.66,2978.66,0,1
34950,1780,2024-12-01,2978.66,2978.66,0,1
34951,1780,2025-01-01,2978.66,2978.66,0,1
34952,1780,2025-02-01,2978.66,2978.66,0,1
34953,1780,2025-03-01,2978.66,2978.66,0,1
34954,1780,2025-04-01,2978.66,2978.66,0,1
34955,1780,2025-05-01,2978.66,2978.66,0,1
34956,1780,2025-06-01,2978.66,2978.66,0,1
34957,1780,2025-07-01,2978.66,2978.66,0,1
34958,1780,2025-08-01,2978.66,2978.66,0,1
34959,1780,2025-09-01,2978.66,2978.66,0,1
34960,1780,2025-10-01,2978.66,2978.66,0,1
34961,1780,2025-11-01,2978.66,2978.66,0,1
34962,1780,2025-12-01,2978.66,2978.66,0,1
34963,1780,2026-01-01,2978.66,2978.66,0,1
34964,1780,2026-02-01,2978.66,2978.66,0,1
34965,1780,2026-03-01,2978.66,2978.66,0,1
34966,1780,2026-04-01,2978.66,2978.66,0,1
34967,1780,2026-05-01,2978.66,2978.66,30,0
34968,1780,2026-06-01,2978.66,2978.66,0,1
34969,1780,2026-07-01,2978.66,2978.66,0,1
34970,1781,2024-08-01,578.01,578.01,0,1
34971,1781,2024-09-01,578.01,578.01,0,1
34972,1781,2024-10-01,578.01,578.01,0,1
34973,1781,2024-11-01,578.01,578.01,0,1
34974,1781,2024-12-01,578.01,578.01,0,1
34975,1781,2025-01-01,578.01,578.01,0,1
34976,1781,2025-02-01,578.01,578.01,0,1
34977,1781,2025-03-01,578.01,578.01,0,1
34978,1781,2025-04-01,578.01,578.01,0,1
34979,1781,2025-05-01,578.01,578.01,0,1
34980,1781,2025-06-01,578.01,578.01,0,1
34981,1781,2025-07-01,578.01,578.01,0,1
34982,1781,2025-08-01,578.01,578.01,0,1
34983,1781,2025-09-01,578.01,578.01,0,1
34984,1781,2025-10-01,578.01,578.01,0,1
34985,1781,2025-11-01,578.01,578.01,15,0
34986,1781,2025-12-01,578.01,578.01,0,1
34987,1781,2026-01-01,578.01,578.01,30,0
34988,1781,2026-02-01,578.01,578.01,0,1
34989,1781,2026-03-01,578.01,578.01,0,1
34990,1781,2026-04-01,578.01,578.01,0,1
34991,1781,2026-05-01,578.01,578.01,0,1
34992,1781,2026-06-01,578.01,578.01,0,1
34993,1781,2026-07-01,578.01,578.01,30,0
34994,1782,2024-08-01,1944.24,1944.24,15,0
34995,1782,2024-09-01,1944.24,1944.24,0,1
