deposit_id,customer_id,product_type,balance,opened_date
1372,1283,CD,50863.53,2021-10-29
1373,1284,CD,77962.48,2024-10-24
1374,1284,Savings,17221.93,2023-05-30
1375,1285,Checking,1615.9,2024-10-31
1376,1286,CD,47902.34,2024-11-02
1377,1287,CD,119886.6,2023-12-27
1378,1290,CD,52075.16,2019-01-27
1379,1291,Savings,10437.42,2025-05-31
1380,1291,CD,25486.09,2025-04-19
1381,1292,CD,114857.59,2024-07-20
1382,1292,Checking,5404.45,2021-02-23
1383,1293,Savings,8675.85,2025-06-24
1384,1293,Checking,1374.89,2024-12-31
1385,1294,Savings,15618.02,2025-11-04
1386,1294,Checking,4123.92,2026-04-20
1387,1295,CD,41176.82,2023-11-08
1388,1295,Checking,9394.12,2017-06-18
1389,1295,Savings,10227.74,2017-05-15
1390,1296,Savings,6515.85,2022-10-08
1391,1297,Checking,2182.44,2026-01-12
1392,1299,Checking,2106.19,2026-03-21
1393,1300,CD,38544.53,2026-05-08
1394,1300,Savings,10786.98,2026-04-23
1395,1303,Checking,18140.48,2024-12-23
1396,1304,Checking,9530.55,2025-11-10
1397,1304,Savings,5600.05,2026-03-08
1398,1305,CD,12001.6,2021-11-07
1399,1305,Checking,3427.47,2023-10-07
1400,1306,Checking,8139.51,2025-12-06
1401,1306,Savings,4371.5,2025-10-16
1402,1306,CD,27482.95,2025-06-23
1403,1308,CD,40143.67,2026-05-17
1404,1308,Checking,2951.84,2026-04-08
1405,1308,Savings,3376.76,2026-05-01
1406,1309,Savings,8494.39,2024-03-15
1407,1310,Savings,10937.94,2026-04-28
1408,1310,CD,10099.77,2026-05-11
1409,1311,Savings,24825.52,2007-08-26
1410,1311,CD,26186.23,2012-10-21
1411,1312,CD,7234.04,2024-12-23
1412,1313,Checking,1334.75,2025-11-30
1413,1313,CD,25450.41,2026-06-21
1414,1316,CD,23527.35,2022-09-21
1415,1317,Checking,10313.65,2026-06-12
1416,1319,CD,8922.86,2025-11-29
1417,1320,CD,10312.17,2026-01-31
1418,1322,Checking,5109.66,2019-06-12
1419,1322,CD,64829.85,2018-12-03
1420,1323,Savings,12803.02,2024-06-16
1421,1323,Checking,17324.49,2024-11-24
1422,1324,CD,4484.47,2023-10-13
1423,1324,Checking,7121.44,2021-12-08
1424,1326,Savings,12386.33,2025-05-07
1425,1326,CD,41722.84,2023-04-22
1426,1327,CD,10420.92,2025-04-18
1427,1328,Checking,2950.33,2025-08-14
1428,1329,Checking,4836.95,2025-04-29
1429,1331,Checking,15314.31,2026-06-01
1430,1332,CD,28382.14,2009-05-19
1431,1333,Savings,8303.4,2024-03-13
1432,1333,Checking,12616.63,2022-06-12
1433,1335,Savings,9474.9,2025-12-22
1434,1335,CD,48887.87,2025-08-12
1435,1336,CD,44435.62,2024-01-18
1436,1337,Savings,18753.87,2026-01-22
1437,1339,Checking,10067.78,2025-08-19
1438,1339,Savings,28556.18,2023-09-15
1439,1340,Savings,14879.86,2022-09-08
1440,1341,CD,40438.4,2024-08-14
1441,1344,CD,21835.78,2023-02-23
1442,1345,CD,54487.6,2026-06-25
1443,1347,CD,31290.54,2025-12-12
1444,1348,Savings,9000.15,2020-04-26
1445,1349,Checking,4073.73,2024-11-20
1446,1350,CD,31486.74,2024-09-19
1447,1350,Checking,5212.01,2025-05-22
1448,1350,Savings,8187.6,2024-12-24
1449,1352,Savings,14472.97,2016-03-22
1450,1353,Savings,7389.63,2026-06-04
1451,1353,Checking,6586.34,2025-12-17
1452,1355,Savings,6042.32,2025-04-07
1453,1355,CD,18173.57,2021-09-17
1454,1357,Savings,22145.19,2024-02-06
1455,1357,Checking,8244.14,2021-10-19
1456,1358,Checking,1718.01,2025-08-13
1457,1358,CD,11371.18,2025-01-20
1458,1361,Savings,9752.79,2023-10-22
1459,1362,Savings,59981.61,2026-06-23
1460,1364,CD,58474.52,2024-04-15
1461,1364,Checking,1014.12,2025-09-10
1462,1367,Savings,18086.41,2025-01-25
1463,1367,CD,24437.93,2025-06-28
1464,1368,Checking,8848.66,2025-07-21
1465,1368,CD,30247.83,2024-12-19
1466,1368,Savings,4974.45,2025-11-29
1467,1369,Savings,31889.67,2025-07-20
1468,1370,Checking,3101.82,2025-10-11
1469,1371,Checking,8906.26,2017-04-29
1470,1371,CD,28898.59,2017-07-29
1471,1371,Savings,37413.98,2025-04-15
1472,1376,CD,57551.66,2025-10-19
1473,1378,Checking,9285.05,2026-06-02
1474,1379,Savings,4162.34,2025-10-20
1475,1379,Checking,1072.92,2025-03-20
1476,1382,Savings,7445.61,2025-03-08
1477,1382,Checking,3181.87,2025-03-03
1478,1383,Savings,16136.84,2023-05-16
1479,1383,Checking,4990.19,2017-04-05
1480,1384,Checking,64210.35,2025-07-06
1481,1385,Savings,14106.96,2025-03-11
1482,1385,CD,223268.02,2025-11-08
1483,1388,Checking,13883.49,2024-09-20
1484,1389,CD,18803.54,2022-10-11
1485,1390,Savings,7386.2,2016-05-25
1486,1391,Savings,38803.24,2026-03-28
1487,1392,CD,14659.66,2025-08-06
1488,1394,Checking,5336.96,2026-02-06
1489,1394,Savings,4144.31,2026-03-09
1490,1398,Savings,10372.36,2025-02-26
1491,1400,Checking,28364.7,2026-05-23
1492,1400,Savings,211199.68,2026-02-11
1493,1402,Savings,15283.17,2012-07-19
1494,1402,CD,49110.48,2001-11-11
1495,1403,CD,12688.45,2021-07-11
1496,1404,Savings,4129.65,2023-07-03
1497,1407,Savings,8386.43,2007-10-15
1498,1407,Checking,11487.72,2009-01-29
1499,1408,Savings,17088.37,2017-10-14
1500,1409,CD,42579.97,2024-08-21
1501,1411,Checking,2558.34,2025-07-25
1502,1413,Savings,6515.92,2025-09-26
1503,1413,Checking,6993.79,2024-12-10
1504,1414,Checking,1666.8,2022-01-02
1505,1416,Checking,4753.78,2025-05-16
1506,1418,Checking,4774.96,2026-05-25
1507,1418,CD,25514.29,2026-05-06
1508,1420,CD,25103.89,2016-06-29
1509,1420,Checking,1463.33,2016-08-15
1510,1421,Checking,12700.11,2026-01-05
1511,1421,Savings,15238.13,2025-12-05
1512,1422,Checking,14864.28,2024-05-19
1513,1422,Savings,29445.34,2022-11-30
1514,1423,CD,11541.54,2026-06-02
1515,1423,Checking,15370.85,2025-10-23
1516,1424,CD,21625.55,2024-09-16
1517,1424,Checking,4718.2,2021-09-01
1518,1425,CD,12858.95,2017-03-19
1519,1425,Savings,6041.49,2019-01-09
1520,1426,Savings,59475.99,2025-12-08
1521,1426,Checking,6809.52,2025-08-07
1522,1427,CD,94370.47,2026-03-14
1523,1429,Savings,36001.18,2026-02-23
1524,1429,CD,7429.39,2026-01-17
1525,1431,CD,36037.74,2010-12-26
1526,1431,Savings,16393.99,2016-12-27
1527,1432,Savings,22552.96,2023-07-22
1528,1434,CD,13560.95,2023-06-05
1529,1434,Checking,14707.54,2022-06-18
1530,1435,CD,21465.94,2023-04-18
1531,1436,CD,26368.15,2025-07-23
1532,1436,Savings,1164.84,2025-07-21
1533,1436,Checking,7042.25,2025-08-28
1534,1437,Savings,10906.37,2012-08-31
1535,1437,Checking,1792.26,2012-10-24
1536,1439,CD,46353.96,2022-10-31
1537,1439,Savings,69063.74,2025-02-05
1538,1441,Savings,6180.64,2024-03-29
1539,1441,Checking,5887.31,2024-11-24
1540,1442,Checking,3372.24,2024-05-30
1541,1442,Savings,12761.92,2024-04-13
1542,1443,CD,24321.33,2016-10-07
1543,1444,CD,20103.85,2026-05-07
1544,1444,Savings,5122.57,2026-06-24
1545,1444,Checking,1928.1,2026-04-24
1546,1445,CD,60800.32,2025-04-13
1547,1446,Checking,12258.82,2025-02-17
1548,1447,Savings,10148.97,2025-12-14
1549,1447,CD,24048.5,2025-11-30
1550,1447,Checking,11088.15,2026-03-05
1551,1449,CD,9198.42,2026-05-12
1552,1449,Savings,13489.04,2026-06-06
1553,1450,Savings,10731.95,2026-01-05
1554,1451,Checking,4591.04,2026-04-08
1555,1452,Savings,17382.04,2026-06-29
1556,1453,CD,247985.73,2023-12-04
1557,1453,Checking,32997.0,2023-08-20
1558,1455,Savings,14089.11,2026-04-30
1559,1455,CD,10703.29,2026-06-09
1560,1457,CD,11920.57,2026-06-01
1561,1457,Savings,4166.02,2026-05-07
1562,1458,Savings,12989.28,2026-02-26
1563,1458,Checking,6834.49,2026-03-13
1564,1459,Savings,7724.4,2022-10-17
1565,1459,CD,26378.48,2021-02-13
1566,1461,CD,11578.2,2017-10-24
1567,1462,CD,8809.8,2025-08-22
1568,1462,Savings,849.04,2026-06-12
1569,1465,Savings,9964.31,2023-07-28
1570,1465,CD,10174.7,2022-10-13
1571,1466,CD,12409.56,2024-05-03
1572,1467,Checking,3508.11,2025-03-14
1573,1467,Savings,16350.88,2025-07-07
1574,1468,Checking,8527.44,2026-06-26
1575,1470,Checking,4783.11,2023-03-11
1576,1471,Checking,6383.98,2022-08-24
1577,1473,Savings,991.89,2021-04-22
1578,1478,Checking,1371.88,2024-11-28
1579,1478,CD,11881.98,2023-07-12
1580,1479,Savings,7850.89,2025-09-05
1581,1479,CD,26171.68,2024-11-10
1582,1480,CD,72867.75,2026-03-03
1583,1482,Savings,6893.44,2025-03-11
1584,1482,CD,67340.01,2026-02-27
1585,1483,Checking,2175.94,2011-10-26
1586,1483,CD,95867.68,2024-02-21
1587,1485,Checking,10670.81,2024-02-25
1588,1485,Savings,3134.13,2026-06-25
1589,1486,Checking,8113.53,2021-02-20
1590,1486,Savings,40842.28,2023-01-25
1591,1487,CD,27735.24,2024-09-04
1592,1490,Savings,9482.09,2021-08-05
1593,1490,Checking,14516.87,2022-04-18
1594,1491,Checking,11146.61,2024-10-01
1595,1493,Savings,18217.66,2011-10-12
1596,1493,CD,10323.25,2016-01-10
1597,1496,CD,48250.65,2021-10-09
1598,1496,Savings,19304.53,2022-05-20
1599,1497,CD,198966.53,2026-06-06
1600,1497,Checking,14735.97,2025-11-18
1601,1498,Checking,36679.38,2025-11-19
1602,1499,Checking,3617.09,2025-06-08
1603,1499,CD,15726.58,2024-07-07
1604,1500,CD,30680.59,2022-02-15
1605,1501,CD,88825.17,2026-06-18
1606,1501,Checking,31667.73,2026-05-04
1607,1502,CD,36310.56,2025-05-04
1608,1503,Savings,2048.67,2025-10-29
1609,1503,Checking,4771.15,2025-11-27
1610,1504,Checking,6982.81,2011-05-18
1611,1505,Checking,2306.65,2022-09-16
1612,1507,CD,42089.76,2020-12-23
1613,1509,Checking,2195.92,2021-02-09
1614,1509,CD,32650.78,2024-08-14
1615,1510,Savings,11178.97,2025-08-20
1616,1512,Checking,19759.82,2023-08-24
1617,1512,CD,102792.31,2023-05-08
1618,1512,Savings,15466.08,2023-04-20
1619,1513,CD,16205.81,2026-06-04
1620,1513,Checking,5745.2,2026-06-29
1621,1514,Savings,11858.49,2026-02-28
1622,1514,Checking,11207.15,2025-09-11
1623,1515,CD,29273.5,2026-01-24
1624,1515,Checking,3137.66,2026-02-16
1625,1516,Checking,6726.11,2026-05-14
1626,1517,CD,28724.84,2026-05-18
1627,1518,Savings,7843.7,2024-08-04
1628,1518,Checking,2483.74,2024-11-15
1629,1518,CD,11580.57,2025-11-20
1630,1519,CD,54909.91,2021-09-02
1631,1520,Savings,15688.4,2025-08-11
1632,1528,Savings,2683.62,2022-05-15
1633,1529,Savings,11869.58,2024-12-10
1634,1529,Checking,8001.65,2026-02-12
1635,1531,CD,18352.89,2025-03-27
1636,1531,Savings,25611.94,2025-12-17
1637,1533,Checking,10079.87,2025-06-27
1638,1536,Checking,2854.63,2025-10-01
1639,1537,CD,66630.36,2026-02-07
1640,1537,Checking,13839.83,2025-06-12
1641,1537,Savings,11265.38,2026-02-10
1642,1538,Savings,1708.96,2025-12-02
1643,1538,Checking,1764.01,2025-01-21
1644,1539,Checking,2381.15,2025-03-19
1645,1539,Savings,17270.21,2026-05-30
1646,1541,Checking,7700.04,2014-06-25
1647,1542,Savings,11038.84,2022-05-08
1648,1543,Savings,11472.66,2023-11-10
1649,1544,Savings,9740.32,2013-07-10
1650,1545,Checking,11066.45,2018-09-10
1651,1547,Checking,10092.43,2025-12-09
1652,1548,Checking,14240.42,2026-06-17
1653,1549,CD,33146.45,2022-04-01
1654,1552,Checking,3001.43,2025-01-28
1655,1552,CD,15746.32,2026-03-17
1656,1553,Savings,42461.63,2026-01-10
1657,1554,Checking,10279.63,2023-03-21
1658,1554,Savings,18224.82,2025-11-04
1659,1555,Checking,779.5,2024-12-02
1660,1555,Savings,22946.99,2023-12-31
1661,1556,CD,75648.29,2022-10-25
1662,1556,Checking,18844.87,2021-07-06
1663,1560,CD,92682.83,2022-03-09
1664,1560,Savings,14970.06,2023-01-22
1665,1560,Checking,22047.62,2020-05-20
1666,1561,Checking,12154.5,2025-09-25
1667,1562,Checking,3947.72,2022-05-25
1668,1562,Savings,4759.97,2025-03-08
1669,1563,Checking,3913.82,2026-03-07
1670,1564,Savings,4899.81,2026-06-11
1671,1566,Checking,1936.51,2022-09-20
1672,1566,CD,4919.84,2024-10-20
1673,1566,Savings,5387.6,2024-01-02
1674,1567,Savings,15096.71,2025-07-02
1675,1568,Checking,9302.23,2021-11-23
1676,1568,Savings,16978.65,2020-12-06
1677,1569,CD,47454.53,2025-02-28
1678,1571,Checking,2050.7,2026-03-15
1679,1573,Savings,35091.48,2026-03-24
1680,1573,CD,279398.19,2024-06-19
1681,1577,Checking,19875.7,2024-04-17
1682,1577,CD,13756.53,2026-03-20
1683,1578,Checking,9866.49,2021-09-28
1684,1578,Savings,20018.65,2023-03-13
1685,1580,CD,258375.65,2025-12-17
1686,1581,Savings,27734.85,2022-01-28
1687,1581,CD,23074.06,2022-07-29
1688,1583,CD,84633.96,2012-10-27
1689,1584,Checking,2269.91,2026-06-05
1690,1585,Checking,9250.86,2026-03-10
1691,1586,Checking,2591.94,2024-07-06
1692,1587,Savings,5332.5,2025-04-06
1693,1587,Checking,6673.99,2024-11-17
1694,1588,Savings,11400.26,2025-12-09
1695,1588,CD,3724.48,2026-06-24
1696,1588,Checking,2958.42,2025-10-09
1697,1589,CD,5695.97,2023-05-30
1698,1589,Checking,4937.97,2025-11-05
1699,1593,Checking,7523.28,2021-08-26
1700,1593,Savings,2684.73,2013-11-26
1701,1595,Checking,12787.85,2018-04-28
1702,1598,Savings,21318.55,2024-06-16
1703,1599,Savings,39608.47,2017-04-07
1704,1599,Checking,2664.84,2025-04-08
1705,1600,CD,61293.29,2025-04-05
1706,1601,Checking,4501.27,2025-03-17
1707,1601,CD,6467.36,2025-02-18
1708,1604,Savings,12422.09,2026-03-04
1709,1604,CD,15541.43,2025-11-23
1710,1606,Savings,8769.29,2026-02-09
1711,1609,Checking,7630.52,2026-05-17
1712,1609,Savings,3305.75,2026-01-15
1713,1609,CD,67440.97,2026-04-03
1714,1610,Savings,16771.78,2024-07-21
1715,1611,Checking,7288.24,2023-10-22
1716,1611,Savings,16849.52,2023-07-18
1717,1611,CD,23697.77,2024-11-10
1718,1612,CD,108132.65,2024-05-31
1719,1612,Savings,11361.67,2026-06-18
1720,1612,Checking,4513.28,2024-03-21
1721,1613,Checking,753.39,2022-10-21
1722,1614,Savings,34110.7,2025-10-16
1723,1614,Checking,9501.64,2025-06-17
1724,1615,CD,25253.28,2026-04-30
1725,1616,CD,9579.67,2022-11-05
1726,1617,CD,17473.94,2023-03-29
1727,1619,CD,49780.83,2022-04-30
1728,1619,Savings,7010.66,2021-03-09
1729,1619,Checking,9666.83,2022-11-30
1730,1620,CD,50105.67,2024-12-09
1731,1620,Savings,6202.28,2019-11-06
1732,1620,Checking,17605.63,2010-08-30
1733,1621,CD,76733.8,2021-06-17
1734,1622,Savings,30720.62,2023-06-18
1735,1624,Savings,5452.8,2011-07-10
1736,1625,Checking,2090.77,2017-08-24
1737,1626,Savings,9978.35,2024-09-24
1738,1626,Checking,860.48,2026-03-16
1739,1627,Savings,11355.3,2026-01-22
1740,1628,Savings,52281.91,2009-11-17
1741,1629,Checking,4267.59,2026-05-31
1742,1629,CD,18317.01,2026-03-09
1743,1630,Checking,4667.27,2026-01-18
1744,1630,Savings,19928.48,2017-01-19
1745,1631,Savings,6968.33,2024-01-19
1746,1633,CD,51096.14,2024-12-28
1747,1634,Checking,14809.72,2026-03-11
1748,1635,CD,76305.87,2020-05-24
1749,1636,CD,34103.32,2024-06-17
1750,1642,CD,33598.78,2016-08-18
1751,1643,CD,48357.07,2026-06-29
1752,1643,Checking,1507.71,2025-09-27
1753,1644,Checking,11518.89,2024-12-25
1754,1645,Checking,13868.16,2025-04-24
1755,1646,CD,16899.11,2022-05-31
1756,1646,Savings,2559.5,2018-05-07
1757,1646,Checking,3113.57,2022-05-23
1758,1647,CD,35132.64,2026-06-17
1759,1647,Checking,5242.35,2026-06-11
1760,1647,Savings,38230.31,2026-03-28
1761,1648,Checking,10593.88,2025-12-24
1762,1649,Savings,8463.65,2021-10-07
1763,1650,CD,464929.52,2025-07-30
1764,1651,Checking,7225.52,2020-10-25
1765,1651,Savings,19951.12,2021-05-10
1766,1651,CD,24337.15,2020-09-05
1767,1652,Checking,1192.51,2025-06-07
1768,1656,CD,39037.21,2025-05-28
1769,1656,Savings,34425.24,2026-01-10
1770,1658,Savings,38896.5,2023-09-23
1771,1659,Checking,12885.89,2023-04-23
1772,1659,CD,108920.0,2024-09-18
1773,1659,Savings,40944.37,2018-04-12
1774,1660,Checking,2291.93,2026-06-10
1775,1661,Checking,20887.45,2021-03-18
1776,1662,Checking,14128.62,2026-01-05
1777,1663,CD,41746.16,2026-04-09
1778,1663,Checking,24134.36,2026-04-19
1779,1665,Checking,4965.18,2026-06-17
1780,1665,CD,16297.59,2023-03-24
1781,1666,Savings,15611.89,2009-03-05
1782,1667,Savings,20204.19,2025-12-25
1783,1667,CD,47810.67,2026-03-18
1784,1667,Checking,5081.13,2025-02-11
1785,1668,Savings,28139.76,2025-08-30
1786,1669,Checking,1021.94,2025-07-24
1787,1669,Savings,6538.5,2025-12-23
1788,1669,CD,3540.73,2026-06-24
1789,1670,CD,10524.07,2026-04-24
1790,1671,Checking,905.35,2017-04-07
1791,1671,CD,8509.92,2018-05-02
1792,1672,CD,59288.52,2026-03-01
1793,1672,Savings,25446.19,2023-03-02
1794,1673,CD,49864.53,2026-05-28
1795,1676,Savings,5473.79,2023-02-06
1796,1676,CD,13605.48,2023-04-22
1797,1676,Checking,5855.26,2025-07-23
1798,1677,Checking,11633.73,2025-10-23
1799,1678,CD,30402.12,2023-05-09
1800,1679,CD,11422.13,2020-02-09
1801,1680,Savings,62549.63,2020-07-04
1802,1681,Checking,6075.95,2022-11-16
1803,1681,Savings,25265.05,2023-02-12
1804,1682,CD,38876.54,2024-04-17
1805,1683,Savings,3724.22,2025-09-20
1806,1684,Savings,5959.66,2023-01-25
1807,1685,CD,5875.31,2026-03-19
1808,1685,Checking,4944.86,2021-08-28
1809,1685,Savings,9605.28,2026-04-07
1810,1686,CD,69840.85,2025-08-31
1811,1687,Savings,39500.13,2025-09-17
1812,1687,CD,27902.05,2023-07-11
1813,1688,Checking,26511.32,2026-04-10
1814,1688,Savings,71681.84,2024-12-23
1815,1690,Savings,13751.98,2023-06-24
1816,1693,Checking,49722.14,2021-11-12
1817,1693,CD,129498.51,2024-12-04
1818,1695,Checking,6015.74,2025-02-16
1819,1696,Savings,6988.58,2025-07-28
1820,1696,CD,40963.97,2025-12-11
1821,1697,Checking,1490.2,2024-03-16
1822,1698,CD,16421.03,2026-01-26
1823,1698,Checking,15290.79,2025-11-08
1824,1699,Savings,24417.89,2026-03-22
1825,1699,Checking,16122.52,2026-05-20
1826,1699,CD,83564.27,2026-05-28
1827,1700,Checking,3100.36,2026-06-15
1828,1701,Savings,3910.53,2024-10-20
1829,1702,Checking,6158.22,2025-05-03
1830,1702,CD,6583.74,2026-05-18
1831,1703,Checking,774.45,2022-08-23
1832,1704,CD,18414.52,2023-04-04
1833,1705,Checking,3575.05,2022-08-05
1834,1705,Savings,10365.79,2025-03-06
1835,1705,CD,20942.1,2025-08-24
1836,1706,CD,16430.29,2025-12-18
1837,1707,CD,22670.17,2026-05-09
1838,1709,Checking,1511.01,2026-06-13
1839,1711,CD,45809.08,2025-10-14
1840,1711,Savings,11610.27,2026-03-06
1841,1713,Savings,19194.67,2022-07-27
1842,1714,Savings,20052.29,2022-01-10
1843,1717,CD,17319.12,2025-07-26
1844,1717,Savings,2859.93,2026-02-14
1845,1718,CD,10907.18,2018-05-04
1846,1719,Savings,79999.95,2022-09-11
1847,1719,Checking,65720.17,2007-04-12
1848,1721,CD,47477.8,2020-05-05
1849,1721,Savings,30812.02,2021-12-29
1850,1722,Checking,2064.25,2020-05-21
1851,1722,CD,84447.02,2023-12-11
1852,1724,Checking,5748.75,2025-08-19
1853,1726,CD,9704.76,2025-09-25
1854,1726,Checking,1148.23,2024-08-15
1855,1729,CD,26396.25,2026-06-09
1856,1730,CD,62888.03,2018-06-20
1857,1730,Checking,691.92,2022-12-31
1858,1731,CD,7959.2,2026-05-29
1859,1733,CD,23512.43,2019-05-15
1860,1733,Savings,15283.28,2015-10-06
1861,1735,CD,10541.3,2024-08-31
1862,1737,CD,9641.91,2025-09-12
1863,1738,CD,21328.84,2026-06-01
1864,1738,Checking,6174.68,2026-05-23
1865,1739,CD,59523.38,2025-03-05
1866,1741,CD,13707.1,2023-08-24
1867,1741,Savings,12703.19,2026-05-16
1868,1742,Savings,14041.78,2026-03-08
1869,1742,CD,17306.51,2026-01-07
1870,1743,Savings,18112.09,2025-08-04
1871,1745,Savings,5206.19,2026-04-08
1872,1745,CD,20302.68,2025-07-30
1873,1745,Checking,1825.59,2026-05-17
1874,1747,Savings,2231.54,2020-09-06
1875,1749,CD,44963.11,2026-02-06
1876,1749,Savings,18447.25,2025-02-23
1877,1749,Checking,2416.99,2025-12-23
1878,1750,CD,12290.16,2020-10-06
1879,1751,CD,14303.87,2020-05-15
1880,1752,Savings,13774.73,2023-05-28
1881,1753,CD,22635.5,2026-04-08
1882,1754,Checking,9326.66,2025-12-26
1883,1754,CD,97545.67,2026-04-16
1884,1755,Savings,4671.9,2020-07-16
1885,1756,CD,13490.87,2026-04-19
1886,1756,Savings,3905.26,2026-03-30
1887,1756,Checking,1310.34,2025-11-20
1888,1757,Checking,4195.55,2025-04-02
1889,1759,Checking,8508.36,2025-07-10
1890,1759,CD,216349.13,2026-05-08
1891,1760,CD,68958.81,2026-01-28
1892,1761,CD,223582.04,2025-10-28
1893,1762,CD,72868.24,2019-10-28
1894,1768,Checking,3158.63,2024-06-10
1895,1768,CD,28548.01,2017-03-23
1896,1769,CD,265570.13,2024-03-20
1897,1769,Savings,164742.21,2023-03-05
1898,1770,Savings,24118.75,2023-09-03
1899,1771,Savings,13483.04,2025-01-04
1900,1772,Savings,27697.06,2026-06-10
1901,1773,Savings,2952.26,2026-01-23
1902,1773,CD,1570.08,2024-07-04
1903,1773,Checking,4252.75,2025-06-13
1904,1775,Checking,10314.0,2026-04-05
1905,1778,CD,18283.86,2026-05-23
1906,1779,Checking,6709.87,2024-03-06
1907,1780,Checking,2228.49,2024-07-21
1908,1781,CD,21576.33,2024-11-03
1909,1782,Savings,13083.69,2025-05-04
1910,1782,CD,92151.92,2024-09-27
1911,1783,Savings,15326.64,2026-05-29
1912,1783,Checking,13292.24,2025-01-30
1913,1784,Savings,13402.67,2024-12-01
1914,1785,Savings,60262.0,2023-10-27
1915,1788,Savings,20090.03,2026-01-16
1916,1788,Checking,16701.29,2026-04-21
1917,1789,Savings,3348.61,2026-01-04
1918,1790,Checking,696.59,2025-03-07
1919,1790,Savings,6242.1,2025-09-08
1920,1791,Savings,35694.64,2024-05-16
1921,1791,CD,43804.16,2020-12-26
1922,1792,Savings,14081.93,2020-08-21
1923,1793,Checking,2828.16,2025-12-08
1924,1794,Savings,5969.04,2026-03-20
1925,1794,CD,109417.87,2026-04-27
1926,1796,Savings,3919.66,2023-06-03
1927,1796,Checking,2715.67,2012-01-18
1928,1797,Checking,6719.49,2023-07-13
1929,1797,CD,10682.26,2022-05-10
1930,1797,Savings,6979.63,2022-09-21
1931,1798,Checking,7928.59,2023-12-23
1932,1800,Savings,39860.79,2018-08-08
1933,1801,Savings,7870.29,2025-07-13
1934,1801,Checking,1882.03,2023-12-08
1935,1803,CD,30992.94,2018-09-01
1936,1803,Checking,11794.57,2025-04-16
1937,1804,CD,19767.49,2026-03-30
1938,1808,Checking,2475.82,2023-12-15
1939,1808,CD,44327.67,2023-10-03
1940,1809,Checking,2799.96,2023-11-15
1941,1811,Savings,18456.4,2024-02-02
1942,1813,Checking,6833.35,2026-03-25
1943,1814,CD,90636.2,2022-01-22
1944,1815,Savings,9190.12,2026-06-17
1945,1819,CD,26811.24,2026-04-12
1946,1819,Checking,814.45,2025-11-18
1947,1819,Savings,8077.86,2026-02-08
1948,1820,Savings,15467.15,2023-05-26
1949,1822,Savings,48569.63,2020-08-16
1950,1825,Checking,3055.19,2024-12-15
1951,1827,Checking,4690.34,2023-05-12
1952,1827,Savings,10825.01,2023-11-24
1953,1828,CD,27635.0,2025-07-03
1954,1828,Checking,10303.9,2026-05-16
1955,1830,Checking,13596.25,2026-06-21
1956,1830,CD,16373.27,2026-05-03
1957,1833,Savings,38717.28,2018-10-13
1958,1833,CD,35872.02,2022-08-17
1959,1835,CD,4728.93,2024-09-24
1960,1836,Checking,2330.34,2024-05-06
1961,1836,CD,26017.06,2016-11-21
1962,1839,Checking,18105.29,2023-12-20
1963,1840,CD,13008.17,2025-11-24
1964,1840,Checking,1179.48,2023-12-20
1965,1840,Savings,5406.52,2024-06-10
1966,1842,Checking,503.66,2025-06-13
1967,1843,Savings,7379.3,2025-02-24
1968,1843,Checking,5275.03,2026-06-12
1969,1843,CD,28052.07,2025-07-20
1970,1844,Checking,3837.71,2024-09-27
1971,1844,Savings,21739.62,2021-05-31
1972,1845,Savings,18553.94,2017-11-17
1973,1845,CD,7848.13,2021-05-25
1974,1846,Checking,12193.53,2025-11-11
1975,1847,CD,147290.8,2024-11-14
1976,1847,Savings,26083.93,2025-05-07
1977,1848,Savings,59944.38,2023-08-09
1978,1848,Checking,18244.59,2022-07-06
1979,1850,Checking,4597.23,2018-07-03
1980,1851,CD,51480.82,2025-10-11
1981,1851,Checking,18381.6,2024-09-28
1982,1852,Checking,2407.14,2022-03-21
1983,1853,Checking,12710.35,2025-11-27
1984,1853,CD,41710.34,2026-06-23
1985,1855,CD,9436.37,2025-05-19
1986,1855,Savings,7810.74,2025-03-10
1987,1856,Savings,26195.17,2024-06-11
1988,1856,Checking,4372.59,2025-05-25
1989,1857,Savings,7757.72,2016-02-28
1990,1858,CD,9715.11,2025-08-10
1991,1859,Savings,3203.0,2013-06-11
1992,1859,Checking,1409.05,2019-09-24
1993,1860,Savings,9841.27,2022-10-17
1994,1860,Checking,1315.4,2020-02-03
1995,1861,Checking,6410.14,2024-11-26
1996,1862,CD,35224.81,2025-11-27
1997,1863,Savings,1198.27,2014-05-29
1998,1865,Savings,13095.5,2019-01-07
1999,1865,Checking,1903.7,2022-05-23
2000,1866,CD,6252.57,2021-09-08
2001,1868,CD,94823.79,2013-01-13
2002,1868,Checking,13790.13,2015-05-04
2003,1869,Checking,16574.88,2023-06-16
2004,1870,Savings,5842.25,2024-01-12
2005,1871,Savings,4379.76,2025-10-26
2006,1872,CD,50376.36,2015-07-01
2007,1872,Savings,21671.59,2021-06-24
2008,1876,Checking,2758.93,2024-06-27
2009,1879,Savings,10618.03,2024-09-22
2010,1879,Checking,3503.62,2026-02-17
2011,1880,Savings,7069.47,2025-10-18
2012,1883,Checking,6693.73,2026-05-29
2013,1884,Savings,18027.41,2024-12-24
2014,1885,CD,24587.91,2025-01-22
2015,1886,Checking,5297.38,2026-03-24
2016,1887,Checking,5957.32,2025-11-04
